InvoiceNo,Quantity,InvoiceDate,Price,CustomerID,Country
573153,48,10/28/2011,3.75,12678,France
565801,12,9/7/2011,0.85,12685,France
552631,12,5/10/2011,1.65,12684,France
547892,10,3/28/2011,0.85,12669,France
574093,12,11/3/2011,0.85,12437,France
543188,12,2/4/2011,0.85,12567,France
539607,5,12/20/2010,18,12681,France
536370,24,12/1/2010,0.42,12583,France
570672,10,10/11/2011,1.25,12536,France
562450,3,8/5/2011,18,12562,France
573867,8,11/1/2011,1.65,12674,France
556259,12,6/9/2011,1.65,12721,France
546373,8,3/11/2011,0.85,12583,France
544115,12,2/16/2011,0.42,12727,France
573153,50,10/28/2011,0.42,12678,France
565322,10,9/2/2011,0.85,12437,France
569120,16,9/30/2011,1.95,12583,France
559607,48,7/11/2011,0.39,12681,France
580120,48,12/1/2011,1.79,12553,France
574104,24,11/3/2011,1.25,12615,France
567915,8,9/22/2011,2.55,12579,France
542425,4,1/28/2011,3.75,12574,France
565443,4,9/4/2011,4.15,12567,France
570672,6,10/11/2011,2.95,12536,France
570672,12,10/11/2011,0.83,12536,France
547892,12,3/28/2011,1.65,12669,France
547327,2,3/22/2011,8.25,12681,France
564471,10,8/25/2011,1.65,12583,France
576087,4,11/14/2011,3.75,12689,France
536974,12,12/3/2010,1.25,12682,France
563288,4,8/15/2011,3.75,12656,France
540178,24,1/5/2011,0.55,12681,France
547892,12,3/28/2011,1.65,12669,France
566816,10,9/15/2011,7.08,12731,France
572087,12,10/20/2011,0.85,12683,France
545181,10,2/28/2011,0.85,12509,France
567293,3,9/19/2011,12.75,12640,France
577856,8,11/22/2011,1.65,12490,France
553161,4,5/13/2011,12.5,12681,France
578541,1,11/24/2011,9.95,14277,France
574104,6,11/3/2011,7.95,12615,France
553666,72,5/18/2011,1.06,12679,France
563753,10,8/19/2011,1.65,12513,France
547892,4,3/28/2011,3.75,12669,France
570672,24,10/11/2011,0.55,12536,France
565443,6,9/4/2011,2.95,12567,France
564479,6,8/25/2011,4.15,12682,France
568176,3,9/25/2011,4.95,12685,France
557247,6,6/17/2011,14.95,12731,France
552315,10,5/8/2011,0.85,12700,France
578541,3,11/24/2011,4.25,14277,France
570823,8,10/12/2011,1.25,12691,France
563662,12,8/18/2011,1.65,12729,France
544200,4,2/17/2011,4.15,12494,France
577856,10,11/22/2011,0.85,12490,France
576064,2,11/13/2011,3.75,12508,France
561795,8,7/29/2011,1.25,12716,France
554940,12,5/27/2011,2.1,12494,France
547892,6,3/28/2011,2.95,12669,France
570672,12,10/11/2011,1.25,12536,France
547508,24,3/23/2011,1.25,12683,France
559036,10,7/5/2011,1.65,12637,France
569332,1,10/3/2011,4.95,12637,France
541567,10,1/19/2011,0.85,12681,France
543484,8,2/9/2011,1.25,12721,France
540835,10,1/11/2011,1.65,12724,France
C580263,-10,12/2/2011,1.65,12536,France
556886,24,6/15/2011,0.55,12624,France
C563109,-4,8/12/2011,2.95,12656,France
567618,50,9/21/2011,0.42,12721,France
550145,1,4/14/2011,12.75,12637,France
562275,6,8/4/2011,2.55,12689,France
566115,8,9/9/2011,3.75,12674,France
570030,4,10/7/2011,4.15,12740,France
540455,12,1/7/2011,3.75,12583,France
538008,12,12/9/2010,0.65,12683,France
567618,1,9/21/2011,18,12721,France
542535,4,1/28/2011,3.75,12735,France
544817,36,2/23/2011,0.65,12437,France
539050,12,12/15/2010,1.25,12577,France
536370,3,12/1/2010,18,12583,France
575747,6,11/11/2011,2.95,12589,France
564670,12,8/26/2011,1.65,12683,France
544817,12,2/23/2011,1.65,12437,France
570672,6,10/11/2011,2.55,12536,France
555936,6,6/8/2011,1.95,12567,France
580160,8,12/2/2011,1.95,12700,France
574506,1,11/4/2011,5.95,12577,France
565239,12,9/2/2011,0.65,12670,France
581171,24,12/7/2011,1.25,12615,France
538008,12,12/9/2010,1.95,12683,France
540642,8,1/10/2011,3.75,12681,France
564314,3,8/24/2011,4.25,12695,France
545180,12,2/28/2011,1.45,12728,France
547327,2,3/22/2011,7.95,12681,France
563662,4,8/18/2011,4.15,12729,France
542629,96,1/31/2011,4.95,12731,France
576087,10,11/14/2011,0.85,12689,France
554356,48,5/24/2011,0.85,12670,France
557627,6,6/21/2011,2.55,12583,France
540463,12,1/7/2011,2.1,12489,France
549274,6,4/7/2011,2.1,12721,France
568040,24,9/23/2011,0.39,12681,France
571312,12,10/17/2011,1.45,12474,Germany
547822,4,3/25/2011,3.75,12668,Germany
555553,8,6/5/2011,0.85,12662,Germany
552878,24,5/12/2011,0.42,12625,Germany
541277,2,1/17/2011,7.95,12673,Germany
578024,4,11/22/2011,4.95,12705,Germany
579152,24,11/28/2011,0.55,12479,Germany
570452,12,10/10/2011,1.65,12427,Germany
560211,4,7/15/2011,3.75,12621,Germany
577615,2,11/21/2011,8.5,12658,Germany
547822,6,3/25/2011,2.89,12668,Germany
581578,10,12/9/2011,1.65,12713,Germany
C572275,-1,10/23/2011,12.75,12572,Germany
C552406,-2,5/9/2011,10.95,12709,Germany
564638,6,8/26/2011,2.89,13812,Germany
579416,8,11/29/2011,3.75,12471,Germany
551529,5,5/1/2011,2.95,12524,Germany
570637,10,10/11/2011,2.08,12530,Germany
555162,12,6/1/2011,1.65,12473,Germany
570082,24,10/7/2011,0.29,12524,Germany
558628,5,6/30/2011,18,12626,Germany
556578,24,6/13/2011,1.79,12472,Germany
560997,6,7/22/2011,2.95,12627,Germany
565440,12,9/4/2011,1.45,12709,Germany
555719,48,6/6/2011,0.39,12609,Germany
570007,12,10/7/2011,1.65,12519,Germany
564328,8,8/24/2011,1.69,12662,Germany
537995,4,12/9/2010,3.75,12712,Germany
554861,48,5/27/2011,0.39,12633,Germany
565430,2,9/4/2011,3.75,14335,Germany
547005,6,3/18/2011,2.55,12474,Germany
547005,6,3/18/2011,1.95,12474,Germany
542713,12,1/31/2011,1.65,12668,Germany
540480,4,1/7/2011,3.95,12480,Germany
576890,10,11/16/2011,1.65,12662,Germany
575787,2,11/11/2011,8.5,12518,Germany
575886,9,11/11/2011,3.75,12517,Germany
569563,12,10/5/2011,1.45,12481,Germany
554325,20,5/23/2011,1.65,12621,Germany
557466,24,6/20/2011,1.25,13815,Germany
560876,10,7/21/2011,1.65,12626,Germany
575886,6,11/11/2011,0.55,12517,Germany
557569,12,6/21/2011,1.65,12474,Germany
575896,12,11/11/2011,1.25,12480,Germany
579152,24,11/28/2011,0.55,12479,Germany
560901,24,7/21/2011,1.25,12476,Germany
554794,2,5/26/2011,5.75,12720,Germany
551728,12,5/4/2011,0.85,12720,Germany
547383,3,3/22/2011,18,12613,Germany
572060,1,10/20/2011,18,12569,Germany
547822,24,3/25/2011,4.25,12668,Germany
568472,10,9/27/2011,1.65,12517,Germany
577615,12,11/21/2011,1.25,12658,Germany
543048,12,2/3/2011,1.25,12600,Germany
568987,10,9/29/2011,8.5,12709,Germany
C539644,-2,12/20/2010,1.65,12471,Germany
575787,4,11/11/2011,4.95,12518,Germany
565430,1,9/4/2011,4.25,14335,Germany
564638,12,8/26/2011,0.85,13812,Germany
C547806,-1,3/25/2011,1.25,12528,Germany
581578,12,12/9/2011,1.25,12713,Germany
569017,12,9/30/2011,1.25,13813,Germany
541962,6,1/24/2011,2.55,12693,Germany
566041,24,9/8/2011,1.25,13814,Germany
536527,12,12/1/2010,1.65,12662,Germany
568350,9,9/26/2011,6.95,12612,Germany
566233,6,9/11/2011,2.1,12635,Germany
570792,20,10/12/2011,0.85,12709,Germany
578509,6,11/24/2011,2.95,12705,Germany
547822,6,3/25/2011,2.95,12668,Germany
540458,24,1/7/2011,0.42,12501,Germany
541965,25,1/24/2011,0.42,12625,Germany
544573,6,2/21/2011,4.25,12621,Germany
560728,12,7/20/2011,1.25,12520,Germany
559899,12,7/13/2011,1.95,12528,Germany
547822,4,3/25/2011,4.25,12668,Germany
554104,12,5/22/2011,1.65,12705,Germany
576630,12,11/16/2011,0.83,13816,Germany
553741,12,5/19/2011,0.85,12520,Germany
560876,12,7/21/2011,0.42,12626,Germany
540458,24,1/7/2011,0.19,12501,Germany
549680,1,4/11/2011,16.95,12701,Germany
547822,12,3/25/2011,4.95,12668,Germany
565430,12,9/4/2011,0.42,14335,Germany
554699,3,5/26/2011,4.95,12613,Germany
540458,25,1/7/2011,0.42,12501,Germany
571328,6,10/17/2011,2.95,12473,Germany
571658,16,10/18/2011,10.95,12621,Germany
562527,12,8/5/2011,1.65,12647,Germany
581578,10,12/9/2011,1.65,12713,Germany
560635,10,7/20/2011,2.08,12521,Germany
573289,25,10/28/2011,0.42,12705,Germany
553741,12,5/19/2011,1.25,12520,Germany
562537,12,8/5/2011,0.85,12517,Germany
565423,8,9/4/2011,1.65,12569,Germany
565759,24,9/6/2011,0.39,12720,Germany
565430,1,9/4/2011,4.25,14335,Germany
552874,10,5/12/2011,0.85,12621,Germany
575886,3,11/11/2011,1.65,12517,Germany
555523,4,6/5/2011,4.15,12468,Germany
557466,8,6/20/2011,4.15,13815,Germany
571304,6,10/17/2011,2.95,12526,Germany
541965,12,1/24/2011,1.25,12625,Germany
544996,1,2/25/2011,9.95,12474,Germany
562035,6,8/2/2011,2.25,12627,Germany
578472,18,11/24/2011,2.95,12476,Germany
565442,10,9/4/2011,1.65,12627,Germany
546919,1,3/18/2011,18,12500,Germany
581000,6,12/7/2011,2.55,12720,Germany
543737,12,2/11/2011,2.95,12477,Germany
542128,6,1/25/2011,2.1,12609,Germany
563345,24,8/15/2011,0.55,12619,Germany
560590,12,7/19/2011,0.85,12560,Germany
C540346,-4,1/6/2011,1.65,12471,Germany
566233,100,9/11/2011,0.04,12635,Germany
552978,48,5/12/2011,1.65,12590,Germany
555383,4,6/2/2011,0.65,12517,Germany
567958,24,9/23/2011,0.55,12619,Germany
555383,3,6/2/2011,0.85,12517,Germany
560876,4,7/21/2011,3.75,12626,Germany
542713,6,1/31/2011,2.95,12668,Germany
539446,12,12/17/2010,3.75,12705,Germany
555553,12,6/5/2011,1.65,12662,Germany
565765,6,9/6/2011,2.95,12526,Germany
573289,12,10/28/2011,1.25,12705,Germany
555383,2,6/2/2011,2.1,12517,Germany
566041,24,9/8/2011,3.75,13814,Germany
541277,12,1/17/2011,0.85,12673,Germany
564328,10,8/24/2011,2.08,12662,Germany
578043,12,11/22/2011,2.08,12474,Germany
581494,6,12/9/2011,2.95,12518,Germany
570189,10,10/7/2011,0.85,12492,Germany
564140,8,8/23/2011,1.25,12621,Germany
579094,24,11/28/2011,1.25,12668,Germany
537201,12,12/5/2010,0.85,12472,Germany
537201,24,12/5/2010,0.65,12472,Germany
579419,8,11/29/2011,1.95,12471,Germany
540410,6,1/7/2011,2.95,12530,Germany
571824,10,10/19/2011,1.65,12472,Germany
568674,1,9/28/2011,12.75,12708,Germany
569640,12,10/5/2011,2.08,12471,Germany
576657,5,11/16/2011,2.1,12720,Germany
555383,3,6/2/2011,1.65,12517,Germany
555719,5,6/6/2011,18,12609,Germany
546843,2,3/17/2011,18,12472,Germany
536840,2,12/2/2010,8.5,12738,Germany
567666,12,9/21/2011,2.95,12520,Germany
543900,5,2/14/2011,2.95,12621,Germany
552874,12,5/12/2011,0.85,12621,Germany
571724,12,10/19/2011,0.42,12572,Germany
C539644,-2,12/20/2010,2.25,12471,Germany
563808,6,8/19/2011,2.95,12626,Germany
566041,48,9/8/2011,0.55,13814,Germany
572134,1,10/21/2011,21.95,12500,Germany
567904,4,9/22/2011,4.95,12609,Germany
556578,12,6/13/2011,1.25,12472,Germany
550178,24,4/14/2011,0.29,12662,Germany
565765,12,9/6/2011,1.25,12526,Germany
576909,12,11/17/2011,4.15,12471,Germany
564140,12,8/23/2011,0.42,12621,Germany
539395,12,12/17/2010,1.65,12471,Germany
544933,12,2/25/2011,1.65,12633,Germany
C576903,-1,11/17/2011,25,12712,Germany
573289,10,10/28/2011,0.85,12705,Germany
556578,12,6/13/2011,1.65,12472,Germany
565430,25,9/4/2011,0.42,14335,Germany
566233,24,9/11/2011,0.12,12635,Germany
578024,24,11/22/2011,0.12,12705,Germany
581494,4,12/9/2011,4.15,12518,Germany
569001,8,9/29/2011,0.85,12703,Germany
541965,24,1/24/2011,1.25,12625,Germany
547821,120,3/25/2011,1.85,12621,Germany
577615,18,11/21/2011,1.25,12658,Germany
576787,4,11/16/2011,4.15,13815,Germany
542080,8,1/25/2011,1.65,13815,Germany
542080,8,1/25/2011,1.95,13815,Germany
553547,25,5/17/2011,0.42,12474,Germany
C547594,-4,3/24/2011,3.75,12693,Germany
571304,4,10/17/2011,18,12526,Germany
545706,4,3/7/2011,5.95,12712,Germany
578024,25,11/22/2011,0.42,12705,Germany
560545,12,7/19/2011,1.65,12569,Germany
571227,6,10/14/2011,2.95,12477,Germany
573289,6,10/28/2011,3.75,12705,Germany
545579,6,3/4/2011,1.65,17508,Greece
559680,6,7/11/2011,2.1,12717,Greece
541932,48,1/24/2011,1.25,14439,Greece
541932,20,1/24/2011,6.75,14439,Greece
545579,10,3/4/2011,1.95,17508,Greece
580752,4,12/6/2011,4.25,12478,Greece
541932,2,1/24/2011,6.35,14439,Greece
549325,6,4/8/2011,2.1,12717,Greece
549325,6,4/8/2011,2.1,12717,Greece
541932,20,1/24/2011,6.75,14439,Greece
541932,12,1/24/2011,6.95,14439,Greece
580752,10,12/6/2011,1.65,12478,Greece
580752,4,12/6/2011,4.15,12478,Greece
549325,12,4/8/2011,1.25,12717,Greece
580752,6,12/6/2011,2.08,12478,Greece
545579,5,3/4/2011,2.95,17508,Greece
549325,12,4/8/2011,1.25,12717,Greece
580752,3,12/6/2011,4.95,12478,Greece
541932,32,1/24/2011,2.1,14439,Greece
549325,12,4/8/2011,2.08,12717,Greece
559680,4,7/11/2011,4.95,12717,Greece
580752,12,12/6/2011,0.42,12478,Greece
541932,12,1/24/2011,1.65,14439,Greece
549325,10,4/8/2011,1.25,12717,Greece
541932,16,1/24/2011,10.95,14439,Greece
559680,12,7/11/2011,1.25,12717,Greece
549325,8,4/8/2011,2.95,12717,Greece
559680,12,7/11/2011,0.83,12717,Greece
580752,12,12/6/2011,1.25,12478,Greece
541932,4,1/24/2011,7.95,14439,Greece
541932,16,1/24/2011,8.49,14439,Greece
541932,48,1/24/2011,1.25,14439,Greece
580752,12,12/6/2011,0.42,12478,Greece
580752,4,12/6/2011,3.75,12478,Greece
541932,12,1/24/2011,6.95,14439,Greece
541932,16,1/24/2011,4.95,14439,Greece
580752,4,12/6/2011,4.15,12478,Greece
549325,2,4/8/2011,50,12717,Greece
549325,4,4/8/2011,3.75,12717,Greece
545579,24,3/4/2011,1.25,17508,Greece
580752,2,12/6/2011,7.95,12478,Greece
580752,6,12/6/2011,2.95,12478,Greece
580752,2,12/6/2011,8.25,12478,Greece
541932,24,1/24/2011,2.55,14439,Greece
580752,10,12/6/2011,1.65,12478,Greece
580752,6,12/6/2011,4.95,12478,Greece
541932,2,1/24/2011,8.5,14439,Greece
545579,24,3/4/2011,0.85,17508,Greece
559680,8,7/11/2011,1.95,12717,Greece
541932,10,1/24/2011,6.75,14439,Greece
541932,10,1/24/2011,6.75,14439,Greece
541932,10,1/24/2011,6.75,14439,Greece
549325,3,4/8/2011,5.95,12717,Greece
549325,4,4/8/2011,3.75,12717,Greece
545579,10,3/4/2011,1.95,17508,Greece
541932,12,1/24/2011,5.95,14439,Greece
559680,2,7/11/2011,5.75,12717,Greece
545579,15,3/4/2011,2.95,17508,Greece
549325,12,4/8/2011,0.83,12717,Greece
559680,12,7/11/2011,0.42,12717,Greece
541932,10,1/24/2011,6.75,14439,Greece
549325,6,4/8/2011,2.95,12717,Greece
549325,12,4/8/2011,1.45,12717,Greece
580752,3,12/6/2011,45,12478,Greece
545579,24,3/4/2011,1.45,17508,Greece
580752,12,12/6/2011,0.42,12478,Greece
580752,4,12/6/2011,4.15,12478,Greece
545579,4,3/4/2011,3.75,17508,Greece
559680,12,7/11/2011,1.45,12717,Greece
559680,4,7/11/2011,4.95,12717,Greece
549325,12,4/8/2011,1.25,12717,Greece
549325,12,4/8/2011,1.25,12717,Greece
549325,6,4/8/2011,2.95,12717,Greece
545579,24,3/4/2011,0.14,17508,Greece
541932,12,1/24/2011,8.5,14439,Greece
580752,3,12/6/2011,5.95,12478,Greece
559680,12,7/11/2011,1.25,12717,Greece
545579,12,3/4/2011,0.85,17508,Greece
545579,12,3/4/2011,0.85,17508,Greece
549325,2,4/8/2011,6.75,12717,Greece
545579,12,3/4/2011,1.65,17508,Greece
580752,4,12/6/2011,3.75,12478,Greece
541932,16,1/24/2011,2.95,14439,Greece
545579,10,3/4/2011,1.95,17508,Greece
549325,12,4/8/2011,0.85,12717,Greece
580752,4,12/6/2011,4.15,12478,Greece
549325,4,4/8/2011,4.25,12717,Greece
580752,4,12/6/2011,4.25,12478,Greece
580752,4,12/6/2011,3.75,12478,Greece
559680,12,7/11/2011,0.85,12717,Greece
541932,6,1/24/2011,10.95,14439,Greece
541932,8,1/24/2011,14.95,14439,Greece
580752,4,12/6/2011,8.5,12478,Greece
580752,3,12/6/2011,4.95,12478,Greece
541932,24,1/24/2011,4.25,14439,Greece
541932,20,1/24/2011,6.75,14439,Greece
545579,10,3/4/2011,1.25,17508,Greece
549325,6,4/8/2011,2.95,12717,Greece
580752,12,12/6/2011,0.42,12478,Greece
541932,8,1/24/2011,12.75,14439,Greece
559680,6,7/11/2011,1.65,12717,Greece
559680,12,7/11/2011,1.25,12717,Greece
541932,24,1/24/2011,2.95,14439,Greece
580752,12,12/6/2011,0.85,12478,Greece
549325,12,4/8/2011,2.08,12717,Greece
545579,24,3/4/2011,1.25,17508,Greece
559680,2,7/11/2011,50,12717,Greece
545579,6,3/4/2011,1.65,17508,Greece
C559681,-1,7/11/2011,50,12717,Greece
549325,12,4/8/2011,1.25,12717,Greece
580752,2,12/6/2011,6.25,12478,Greece
549325,12,4/8/2011,1.25,12717,Greece
580752,12,12/6/2011,0.85,12478,Greece
559680,12,7/11/2011,0.65,12717,Greece
545579,10,3/4/2011,0.85,17508,Greece
549325,12,4/8/2011,1.45,12717,Greece
559680,12,7/11/2011,2.08,12717,Greece
545579,12,3/4/2011,1.25,17508,Greece
559680,12,7/11/2011,2.08,12717,Greece
559680,24,7/11/2011,1.25,12717,Greece
541932,20,1/24/2011,6.75,14439,Greece
549325,12,4/8/2011,2.08,12717,Greece
549325,12,4/8/2011,1.25,12717,Greece
545579,6,3/4/2011,1.65,17508,Greece
580752,10,12/6/2011,1.65,12478,Greece
549325,1,4/8/2011,39.95,12717,Greece
549325,2,4/8/2011,8.5,12717,Greece
580752,6,12/6/2011,4.95,12478,Greece
545579,5,3/4/2011,2.95,17508,Greece
580752,6,12/6/2011,2.95,12478,Greece
541932,24,1/24/2011,2.55,14439,Greece
545579,24,3/4/2011,0.65,17508,Greece
580752,12,12/6/2011,1.45,12478,Greece
559680,24,7/11/2011,0.19,12717,Greece
559680,2,7/11/2011,5.95,12717,Greece
580752,10,12/6/2011,1.65,12478,Greece
559680,12,7/11/2011,0.85,12717,Greece
549325,12,4/8/2011,1.25,12717,Greece
580752,6,12/6/2011,2.55,12478,Greece
580752,6,12/6/2011,2.1,12478,Greece
541932,20,1/24/2011,6.75,14439,Greece
549325,12,4/8/2011,0.85,12717,Greece
559680,6,7/11/2011,1.65,12717,Greece
541932,8,1/24/2011,10.95,14439,Greece
559680,12,7/11/2011,0.83,12717,Greece
559680,12,7/11/2011,0.85,12717,Greece
537626,6,12/7/2010,4.25,12347,Iceland
542237,4,1/26/2011,3.75,12347,Iceland
573511,12,10/31/2011,2.08,12347,Iceland
556201,18,6/9/2011,2.95,12347,Iceland
573511,20,10/31/2011,0.42,12347,Iceland
537626,6,12/7/2010,2.1,12347,Iceland
537626,4,12/7/2010,4.25,12347,Iceland
549222,8,4/7/2011,2.25,12347,Iceland
562032,24,8/2/2011,0.55,12347,Iceland
556201,4,6/9/2011,3.29,12347,Iceland
556201,36,6/9/2011,0.3,12347,Iceland
573511,12,10/31/2011,3.75,12347,Iceland
549222,6,4/7/2011,1.95,12347,Iceland
562032,8,8/2/2011,3.75,12347,Iceland
542237,24,1/26/2011,0.55,12347,Iceland
537626,30,12/7/2010,1.25,12347,Iceland
542237,6,1/26/2011,2.95,12347,Iceland
573511,4,10/31/2011,4.25,12347,Iceland
556201,24,6/9/2011,0.85,12347,Iceland
542237,12,1/26/2011,0.65,12347,Iceland
581180,24,12/7/2011,0.85,12347,Iceland
562032,24,8/2/2011,1.25,12347,Iceland
573511,12,10/31/2011,1.25,12347,Iceland
537626,6,12/7/2010,5.49,12347,Iceland
537626,12,12/7/2010,1.25,12347,Iceland
562032,12,8/2/2011,8.15,12347,Iceland
549222,4,4/7/2011,4.25,12347,Iceland
537626,12,12/7/2010,1.65,12347,Iceland
573511,24,10/31/2011,0.55,12347,Iceland
573511,8,10/31/2011,2.25,12347,Iceland
581180,6,12/7/2011,2.08,12347,Iceland
542237,12,1/26/2011,1.65,12347,Iceland
556201,4,6/9/2011,4.15,12347,Iceland
549222,12,4/7/2011,0.65,12347,Iceland
549222,12,4/7/2011,1.25,12347,Iceland
537626,12,12/7/2010,4.65,12347,Iceland
562032,4,8/2/2011,3.25,12347,Iceland
549222,240,4/7/2011,1.04,12347,Iceland
549222,8,4/7/2011,3.75,12347,Iceland
542237,24,1/26/2011,0.85,12347,Iceland
537626,4,12/7/2010,3.75,12347,Iceland
542237,4,1/26/2011,3.75,12347,Iceland
573511,12,10/31/2011,0.75,12347,Iceland
556201,4,6/9/2011,4.25,12347,Iceland
562032,10,8/2/2011,1.25,12347,Iceland
556201,8,6/9/2011,3.75,12347,Iceland
562032,24,8/2/2011,0.55,12347,Iceland
542237,4,1/26/2011,3.75,12347,Iceland
562032,3,8/2/2011,12.75,12347,Iceland
573511,36,10/31/2011,0.65,12347,Iceland
549222,3,4/7/2011,12.75,12347,Iceland
573511,24,10/31/2011,0.55,12347,Iceland
537626,12,12/7/2010,3.25,12347,Iceland
562032,4,8/2/2011,4.25,12347,Iceland
542237,24,1/26/2011,0.55,12347,Iceland
573511,24,10/31/2011,0.55,12347,Iceland
573511,12,10/31/2011,2.08,12347,Iceland
562032,6,8/2/2011,2.25,12347,Iceland
573511,12,10/31/2011,1.95,12347,Iceland
537626,6,12/7/2010,5.95,12347,Iceland
573511,18,10/31/2011,2.95,12347,Iceland
556201,8,6/9/2011,3.75,12347,Iceland
562032,12,8/2/2011,1.45,12347,Iceland
573511,12,10/31/2011,1.95,12347,Iceland
542237,4,1/26/2011,4.25,12347,Iceland
556201,4,6/9/2011,3.75,12347,Iceland
537626,6,12/7/2010,3.75,12347,Iceland
581180,10,12/7/2011,0.85,12347,Iceland
549222,6,4/7/2011,2.95,12347,Iceland
562032,4,8/2/2011,3.29,12347,Iceland
537626,4,12/7/2010,3.75,12347,Iceland
562032,4,8/2/2011,4.25,12347,Iceland
537626,12,12/7/2010,1.25,12347,Iceland
537626,12,12/7/2010,1.65,12347,Iceland
573511,12,10/31/2011,0.85,12347,Iceland
537626,12,12/7/2010,1.25,12347,Iceland
542237,24,1/26/2011,0.85,12347,Iceland
549222,36,4/7/2011,0.65,12347,Iceland
573511,20,10/31/2011,0.42,12347,Iceland
573511,6,10/31/2011,12.75,12347,Iceland
573511,8,10/31/2011,4.25,12347,Iceland
537626,4,12/7/2010,3.75,12347,Iceland
573511,6,10/31/2011,1.95,12347,Iceland
573511,12,10/31/2011,1.25,12347,Iceland
537626,12,12/7/2010,2.1,12347,Iceland
573511,10,10/31/2011,1.25,12347,Iceland
549222,12,4/7/2011,1.25,12347,Iceland
549222,6,4/7/2011,2.95,12347,Iceland
542237,24,1/26/2011,0.55,12347,Iceland
562032,36,8/2/2011,2.95,12347,Iceland
537626,24,12/7/2010,2.95,12347,Iceland
542237,4,1/26/2011,3.75,12347,Iceland
573511,12,10/31/2011,2.95,12347,Iceland
573511,36,10/31/2011,2.95,12347,Iceland
537626,3,12/7/2010,4.95,12347,Iceland
537626,12,12/7/2010,1.25,12347,Iceland
573511,6,10/31/2011,2.55,12347,Iceland
549222,24,4/7/2011,0.25,12347,Iceland
549222,12,4/7/2011,0.85,12347,Iceland
556201,12,6/9/2011,2.08,12347,Iceland
542237,4,1/26/2011,3.75,12347,Iceland
573511,48,10/31/2011,1.79,12347,Iceland
556201,12,6/9/2011,1.65,12347,Iceland
549222,12,4/7/2011,1.65,12347,Iceland
581180,24,12/7/2011,1.79,12347,Iceland
573511,8,10/31/2011,3.29,12347,Iceland
542237,24,1/26/2011,0.55,12347,Iceland
556201,12,6/9/2011,1.25,12347,Iceland
573511,12,10/31/2011,2.95,12347,Iceland
573511,8,10/31/2011,3.75,12347,Iceland
549222,4,4/7/2011,4.25,12347,Iceland
549222,24,4/7/2011,0.55,12347,Iceland
542237,6,1/26/2011,2.1,12347,Iceland
542237,12,1/26/2011,0.85,12347,Iceland
573511,6,10/31/2011,5.95,12347,Iceland
573511,12,10/31/2011,1.65,12347,Iceland
549222,4,4/7/2011,4.25,12347,Iceland
581180,20,12/7/2011,0.42,12347,Iceland
581180,24,12/7/2011,1.25,12347,Iceland
573511,12,10/31/2011,3.75,12347,Iceland
562032,4,8/2/2011,4.25,12347,Iceland
542237,6,1/26/2011,4.25,12347,Iceland
537626,12,12/7/2010,1.25,12347,Iceland
573511,24,10/31/2011,0.55,12347,Iceland
537626,36,12/7/2010,0.65,12347,Iceland
573511,10,10/31/2011,0.85,12347,Iceland
542237,10,1/26/2011,1.25,12347,Iceland
542237,4,1/26/2011,4.25,12347,Iceland
549222,12,4/7/2011,0.85,12347,Iceland
542237,10,1/26/2011,0.85,12347,Iceland
537626,12,12/7/2010,1.25,12347,Iceland
562032,10,8/2/2011,0.85,12347,Iceland
556201,4,6/9/2011,3.25,12347,Iceland
549222,4,4/7/2011,4.25,12347,Iceland
573511,8,10/31/2011,3.75,12347,Iceland
573511,24,10/31/2011,0.55,12347,Iceland
556201,2,6/9/2011,9.95,12347,Iceland
537626,12,12/7/2010,1.25,12347,Iceland
