,InvoiceNo,Quantity,InvoiceDate,Price,CustomerID,Country
1793,580534,10,12/4/2011,2.08,12724,France
1794,559036,6,7/5/2011,1.95,12637,France
1795,569332,2,10/3/2011,1.65,12637,France
1796,568798,2,9/29/2011,7.95,12615,France
1797,570409,10,10/10/2011,2.08,12682,France
1798,573428,36,10/31/2011,0.19,12571,France
1799,573153,108,10/28/2011,0.65,12678,France
1800,543188,12,2/4/2011,0.85,12567,France
1801,559607,6,7/11/2011,2.89,12681,France
1802,572087,12,10/20/2011,1.25,12683,France
1803,579792,12,11/30/2011,0.39,12714,France
1804,568645,4,9/28/2011,3.75,12656,France
1805,553161,12,5/13/2011,0.85,12681,France
1806,538093,10,12/9/2010,1.65,12682,France
1807,565930,6,9/8/2011,2.1,12685,France
1808,581171,12,12/7/2011,0.42,12615,France
1809,556816,8,6/15/2011,1.25,12437,France
1810,556507,4,6/13/2011,7.95,12567,France
1811,555547,1,6/5/2011,12.75,12681,France
1812,572087,16,10/20/2011,10.95,12683,France
1813,541120,6,1/14/2011,2.55,12490,France
1814,540976,12,1/12/2011,1.95,12652,France
1815,578541,6,11/24/2011,3.25,14277,France
1816,551652,40,5/3/2011,2.55,12643,France
1817,546678,36,3/15/2011,2.1,12681,France
1818,580160,6,12/2/2011,2.55,12700,France
1819,580120,24,12/1/2011,1.65,12553,France
1820,540642,8,1/10/2011,3.75,12681,France
1821,577121,96,11/17/2011,1.79,12681,France
1822,542629,60,1/31/2011,0.42,12731,France
1823,567293,5,9/19/2011,2.1,12640,France
1824,573153,48,10/28/2011,3.75,12678,France
1825,565801,12,9/7/2011,0.85,12685,France
1826,552631,12,5/10/2011,1.65,12684,France
1827,547892,10,3/28/2011,0.85,12669,France
1828,574093,12,11/3/2011,0.85,12437,France
1829,543188,12,2/4/2011,0.85,12567,France
1830,539607,5,12/20/2010,18.0,12681,France
1831,536370,24,12/1/2010,0.42,12583,France
1832,570672,10,10/11/2011,1.25,12536,France
1833,562450,3,8/5/2011,18.0,12562,France
1834,573867,8,11/1/2011,1.65,12674,France
1835,556259,12,6/9/2011,1.65,12721,France
1836,546373,8,3/11/2011,0.85,12583,France
1837,544115,12,2/16/2011,0.42,12727,France
1838,573153,50,10/28/2011,0.42,12678,France
1839,565322,10,9/2/2011,0.85,12437,France
1840,569120,16,9/30/2011,1.95,12583,France
1841,559607,48,7/11/2011,0.39,12681,France
1842,580120,48,12/1/2011,1.79,12553,France
1843,574104,24,11/3/2011,1.25,12615,France
1844,567915,8,9/22/2011,2.55,12579,France
1845,542425,4,1/28/2011,3.75,12574,France
1846,565443,4,9/4/2011,4.15,12567,France
1847,570672,6,10/11/2011,2.95,12536,France
1848,570672,12,10/11/2011,0.83,12536,France
1849,547892,12,3/28/2011,1.65,12669,France
1850,547327,2,3/22/2011,8.25,12681,France
1851,564471,10,8/25/2011,1.65,12583,France
1852,576087,4,11/14/2011,3.75,12689,France
1853,536974,12,12/3/2010,1.25,12682,France
1854,563288,4,8/15/2011,3.75,12656,France
1855,540178,24,1/5/2011,0.55,12681,France
1856,547892,12,3/28/2011,1.65,12669,France
1857,566816,10,9/15/2011,7.08,12731,France
1858,572087,12,10/20/2011,0.85,12683,France
1859,545181,10,2/28/2011,0.85,12509,France
1860,567293,3,9/19/2011,12.75,12640,France
1861,577856,8,11/22/2011,1.65,12490,France
1862,553161,4,5/13/2011,12.5,12681,France
1863,578541,1,11/24/2011,9.95,14277,France
1864,574104,6,11/3/2011,7.95,12615,France
1865,553666,72,5/18/2011,1.06,12679,France
1866,563753,10,8/19/2011,1.65,12513,France
1867,547892,4,3/28/2011,3.75,12669,France
1868,570672,24,10/11/2011,0.55,12536,France
1869,565443,6,9/4/2011,2.95,12567,France
1870,564479,6,8/25/2011,4.15,12682,France
1871,568176,3,9/25/2011,4.95,12685,France
1872,557247,6,6/17/2011,14.95,12731,France
1873,552315,10,5/8/2011,0.85,12700,France
1874,578541,3,11/24/2011,4.25,14277,France
1875,570823,8,10/12/2011,1.25,12691,France
1876,563662,12,8/18/2011,1.65,12729,France
1877,544200,4,2/17/2011,4.15,12494,France
1878,577856,10,11/22/2011,0.85,12490,France
1879,576064,2,11/13/2011,3.75,12508,France
1880,561795,8,7/29/2011,1.25,12716,France
1881,554940,12,5/27/2011,2.1,12494,France
1882,547892,6,3/28/2011,2.95,12669,France
1883,570672,12,10/11/2011,1.25,12536,France
1884,547508,24,3/23/2011,1.25,12683,France
1885,559036,10,7/5/2011,1.65,12637,France
1886,569332,1,10/3/2011,4.95,12637,France
1887,541567,10,1/19/2011,0.85,12681,France
1888,543484,8,2/9/2011,1.25,12721,France
1889,540835,10,1/11/2011,1.65,12724,France
1890,C580263,-10,12/2/2011,1.65,12536,France
1891,556886,24,6/15/2011,0.55,12624,France
1892,C563109,-4,8/12/2011,2.95,12656,France
1893,567618,50,9/21/2011,0.42,12721,France
1894,550145,1,4/14/2011,12.75,12637,France
1895,562275,6,8/4/2011,2.55,12689,France
1896,566115,8,9/9/2011,3.75,12674,France
1897,570030,4,10/7/2011,4.15,12740,France
1898,540455,12,1/7/2011,3.75,12583,France
1899,538008,12,12/9/2010,0.65,12683,France
1900,567618,1,9/21/2011,18.0,12721,France
1901,542535,4,1/28/2011,3.75,12735,France
1902,544817,36,2/23/2011,0.65,12437,France
1903,539050,12,12/15/2010,1.25,12577,France
1904,536370,3,12/1/2010,18.0,12583,France
1905,575747,6,11/11/2011,2.95,12589,France
1906,564670,12,8/26/2011,1.65,12683,France
1907,544817,12,2/23/2011,1.65,12437,France
1908,570672,6,10/11/2011,2.55,12536,France
1909,555936,6,6/8/2011,1.95,12567,France
1910,580160,8,12/2/2011,1.95,12700,France
1911,574506,1,11/4/2011,5.95,12577,France
1912,565239,12,9/2/2011,0.65,12670,France
1913,581171,24,12/7/2011,1.25,12615,France
1914,538008,12,12/9/2010,1.95,12683,France
1915,540642,8,1/10/2011,3.75,12681,France
1916,564314,3,8/24/2011,4.25,12695,France
1917,545180,12,2/28/2011,1.45,12728,France
1918,547327,2,3/22/2011,7.95,12681,France
1919,563662,4,8/18/2011,4.15,12729,France
1920,542629,96,1/31/2011,4.95,12731,France
1921,576087,10,11/14/2011,0.85,12689,France
1922,554356,48,5/24/2011,0.85,12670,France
1923,557627,6,6/21/2011,2.55,12583,France
1924,540463,12,1/7/2011,2.1,12489,France
1925,549274,6,4/7/2011,2.1,12721,France
1926,568040,24,9/23/2011,0.39,12681,France
1927,571312,12,10/17/2011,1.45,12474,Germany
1928,547822,4,3/25/2011,3.75,12668,Germany
1929,555553,8,6/5/2011,0.85,12662,Germany
1930,552878,24,5/12/2011,0.42,12625,Germany
1931,541277,2,1/17/2011,7.95,12673,Germany
1932,578024,4,11/22/2011,4.95,12705,Germany
1933,579152,24,11/28/2011,0.55,12479,Germany
1934,570452,12,10/10/2011,1.65,12427,Germany
1935,560211,4,7/15/2011,3.75,12621,Germany
1936,577615,2,11/21/2011,8.5,12658,Germany
1937,547822,6,3/25/2011,2.89,12668,Germany
1938,581578,10,12/9/2011,1.65,12713,Germany
1939,C572275,-1,10/23/2011,12.75,12572,Germany
1940,C552406,-2,5/9/2011,10.95,12709,Germany
1941,564638,6,8/26/2011,2.89,13812,Germany
1942,579416,8,11/29/2011,3.75,12471,Germany
1943,551529,5,5/1/2011,2.95,12524,Germany
1944,570637,10,10/11/2011,2.08,12530,Germany
1945,555162,12,6/1/2011,1.65,12473,Germany
1946,570082,24,10/7/2011,0.29,12524,Germany
1947,558628,5,6/30/2011,18.0,12626,Germany
1948,556578,24,6/13/2011,1.79,12472,Germany
1949,560997,6,7/22/2011,2.95,12627,Germany
1950,565440,12,9/4/2011,1.45,12709,Germany
1951,555719,48,6/6/2011,0.39,12609,Germany
1952,570007,12,10/7/2011,1.65,12519,Germany
1953,564328,8,8/24/2011,1.69,12662,Germany
1954,537995,4,12/9/2010,3.75,12712,Germany
1955,554861,48,5/27/2011,0.39,12633,Germany
1956,565430,2,9/4/2011,3.75,14335,Germany
1957,547005,6,3/18/2011,2.55,12474,Germany
1958,547005,6,3/18/2011,1.95,12474,Germany
1959,542713,12,1/31/2011,1.65,12668,Germany
1960,540480,4,1/7/2011,3.95,12480,Germany
1961,576890,10,11/16/2011,1.65,12662,Germany
1962,575787,2,11/11/2011,8.5,12518,Germany
1963,575886,9,11/11/2011,3.75,12517,Germany
1964,569563,12,10/5/2011,1.45,12481,Germany
1965,554325,20,5/23/2011,1.65,12621,Germany
1966,557466,24,6/20/2011,1.25,13815,Germany
1967,560876,10,7/21/2011,1.65,12626,Germany
1968,575886,6,11/11/2011,0.55,12517,Germany
1969,557569,12,6/21/2011,1.65,12474,Germany
1970,575896,12,11/11/2011,1.25,12480,Germany
1971,579152,24,11/28/2011,0.55,12479,Germany
1972,560901,24,7/21/2011,1.25,12476,Germany
1973,554794,2,5/26/2011,5.75,12720,Germany
1974,551728,12,5/4/2011,0.85,12720,Germany
1975,547383,3,3/22/2011,18.0,12613,Germany
1976,572060,1,10/20/2011,18.0,12569,Germany
1977,547822,24,3/25/2011,4.25,12668,Germany
1978,568472,10,9/27/2011,1.65,12517,Germany
1979,577615,12,11/21/2011,1.25,12658,Germany
1980,543048,12,2/3/2011,1.25,12600,Germany
1981,568987,10,9/29/2011,8.5,12709,Germany
1982,C539644,-2,12/20/2010,1.65,12471,Germany
1983,575787,4,11/11/2011,4.95,12518,Germany
1984,565430,1,9/4/2011,4.25,14335,Germany
1985,564638,12,8/26/2011,0.85,13812,Germany
1986,C547806,-1,3/25/2011,1.25,12528,Germany
1987,581578,12,12/9/2011,1.25,12713,Germany
1988,569017,12,9/30/2011,1.25,13813,Germany
1989,541962,6,1/24/2011,2.55,12693,Germany
1990,566041,24,9/8/2011,1.25,13814,Germany
1991,536527,12,12/1/2010,1.65,12662,Germany
1992,568350,9,9/26/2011,6.95,12612,Germany
1993,566233,6,9/11/2011,2.1,12635,Germany
1994,570792,20,10/12/2011,0.85,12709,Germany
1995,578509,6,11/24/2011,2.95,12705,Germany
1996,547822,6,3/25/2011,2.95,12668,Germany
1997,540458,24,1/7/2011,0.42,12501,Germany
1998,541965,25,1/24/2011,0.42,12625,Germany
1999,544573,6,2/21/2011,4.25,12621,Germany
2000,560728,12,7/20/2011,1.25,12520,Germany
2001,559899,12,7/13/2011,1.95,12528,Germany
2002,547822,4,3/25/2011,4.25,12668,Germany
2003,554104,12,5/22/2011,1.65,12705,Germany
2004,576630,12,11/16/2011,0.83,13816,Germany
2005,553741,12,5/19/2011,0.85,12520,Germany
2006,560876,12,7/21/2011,0.42,12626,Germany
2007,540458,24,1/7/2011,0.19,12501,Germany
2008,549680,1,4/11/2011,16.95,12701,Germany
2009,547822,12,3/25/2011,4.95,12668,Germany
2010,565430,12,9/4/2011,0.42,14335,Germany
2011,554699,3,5/26/2011,4.95,12613,Germany
2012,540458,25,1/7/2011,0.42,12501,Germany
2013,571328,6,10/17/2011,2.95,12473,Germany
2014,571658,16,10/18/2011,10.95,12621,Germany
2015,562527,12,8/5/2011,1.65,12647,Germany
2016,581578,10,12/9/2011,1.65,12713,Germany
2017,560635,10,7/20/2011,2.08,12521,Germany
2018,573289,25,10/28/2011,0.42,12705,Germany
2019,553741,12,5/19/2011,1.25,12520,Germany
2020,562537,12,8/5/2011,0.85,12517,Germany
2021,565423,8,9/4/2011,1.65,12569,Germany
2022,565759,24,9/6/2011,0.39,12720,Germany
2023,565430,1,9/4/2011,4.25,14335,Germany
2024,552874,10,5/12/2011,0.85,12621,Germany
2025,575886,3,11/11/2011,1.65,12517,Germany
2026,555523,4,6/5/2011,4.15,12468,Germany
2027,557466,8,6/20/2011,4.15,13815,Germany
2028,571304,6,10/17/2011,2.95,12526,Germany
2029,541965,12,1/24/2011,1.25,12625,Germany
2030,544996,1,2/25/2011,9.95,12474,Germany
2031,562035,6,8/2/2011,2.25,12627,Germany
2032,578472,18,11/24/2011,2.95,12476,Germany
2033,565442,10,9/4/2011,1.65,12627,Germany
2034,546919,1,3/18/2011,18.0,12500,Germany
2035,581000,6,12/7/2011,2.55,12720,Germany
2036,543737,12,2/11/2011,2.95,12477,Germany
2037,542128,6,1/25/2011,2.1,12609,Germany
2038,563345,24,8/15/2011,0.55,12619,Germany
2039,560590,12,7/19/2011,0.85,12560,Germany
2040,C540346,-4,1/6/2011,1.65,12471,Germany
2041,566233,100,9/11/2011,0.04,12635,Germany
2042,552978,48,5/12/2011,1.65,12590,Germany
2043,555383,4,6/2/2011,0.65,12517,Germany
2044,567958,24,9/23/2011,0.55,12619,Germany
2045,555383,3,6/2/2011,0.85,12517,Germany
2046,560876,4,7/21/2011,3.75,12626,Germany
2047,542713,6,1/31/2011,2.95,12668,Germany
2048,539446,12,12/17/2010,3.75,12705,Germany
2049,555553,12,6/5/2011,1.65,12662,Germany
2050,565765,6,9/6/2011,2.95,12526,Germany
2051,573289,12,10/28/2011,1.25,12705,Germany
2052,555383,2,6/2/2011,2.1,12517,Germany
2053,566041,24,9/8/2011,3.75,13814,Germany
2054,541277,12,1/17/2011,0.85,12673,Germany
2055,564328,10,8/24/2011,2.08,12662,Germany
2056,578043,12,11/22/2011,2.08,12474,Germany
2057,581494,6,12/9/2011,2.95,12518,Germany
2058,570189,10,10/7/2011,0.85,12492,Germany
2059,564140,8,8/23/2011,1.25,12621,Germany
2060,579094,24,11/28/2011,1.25,12668,Germany
2061,537201,12,12/5/2010,0.85,12472,Germany
2062,537201,24,12/5/2010,0.65,12472,Germany
2063,579419,8,11/29/2011,1.95,12471,Germany
2064,540410,6,1/7/2011,2.95,12530,Germany
2065,571824,10,10/19/2011,1.65,12472,Germany
2066,568674,1,9/28/2011,12.75,12708,Germany
2067,569640,12,10/5/2011,2.08,12471,Germany
2068,576657,5,11/16/2011,2.1,12720,Germany
2069,555383,3,6/2/2011,1.65,12517,Germany
2070,555719,5,6/6/2011,18.0,12609,Germany
2071,546843,2,3/17/2011,18.0,12472,Germany
2072,536840,2,12/2/2010,8.5,12738,Germany
2073,567666,12,9/21/2011,2.95,12520,Germany
2074,543900,5,2/14/2011,2.95,12621,Germany
2075,552874,12,5/12/2011,0.85,12621,Germany
2076,571724,12,10/19/2011,0.42,12572,Germany
2077,C539644,-2,12/20/2010,2.25,12471,Germany
2078,563808,6,8/19/2011,2.95,12626,Germany
2079,566041,48,9/8/2011,0.55,13814,Germany
2080,572134,1,10/21/2011,21.95,12500,Germany
2081,567904,4,9/22/2011,4.95,12609,Germany
2082,556578,12,6/13/2011,1.25,12472,Germany
2083,550178,24,4/14/2011,0.29,12662,Germany
2084,565765,12,9/6/2011,1.25,12526,Germany
2085,576909,12,11/17/2011,4.15,12471,Germany
2086,564140,12,8/23/2011,0.42,12621,Germany
2087,539395,12,12/17/2010,1.65,12471,Germany
2088,544933,12,2/25/2011,1.65,12633,Germany
2089,C576903,-1,11/17/2011,25.0,12712,Germany
2090,573289,10,10/28/2011,0.85,12705,Germany
2091,556578,12,6/13/2011,1.65,12472,Germany
2092,565430,25,9/4/2011,0.42,14335,Germany
2093,566233,24,9/11/2011,0.12,12635,Germany
2094,578024,24,11/22/2011,0.12,12705,Germany
2095,581494,4,12/9/2011,4.15,12518,Germany
2096,569001,8,9/29/2011,0.85,12703,Germany
2097,541965,24,1/24/2011,1.25,12625,Germany
2098,547821,120,3/25/2011,1.85,12621,Germany
2099,577615,18,11/21/2011,1.25,12658,Germany
2100,576787,4,11/16/2011,4.15,13815,Germany
2101,542080,8,1/25/2011,1.65,13815,Germany
2102,542080,8,1/25/2011,1.95,13815,Germany
2103,553547,25,5/17/2011,0.42,12474,Germany
2104,C547594,-4,3/24/2011,3.75,12693,Germany
2105,571304,4,10/17/2011,18.0,12526,Germany
2106,545706,4,3/7/2011,5.95,12712,Germany
2107,578024,25,11/22/2011,0.42,12705,Germany
2108,560545,12,7/19/2011,1.65,12569,Germany
2109,571227,6,10/14/2011,2.95,12477,Germany
2110,573289,6,10/28/2011,3.75,12705,Germany
2111,545579,6,3/4/2011,1.65,17508,Greece
2112,559680,6,7/11/2011,2.1,12717,Greece
2113,541932,48,1/24/2011,1.25,14439,Greece
2114,541932,20,1/24/2011,6.75,14439,Greece
2115,545579,10,3/4/2011,1.95,17508,Greece
2116,580752,4,12/6/2011,4.25,12478,Greece
2117,541932,2,1/24/2011,6.35,14439,Greece
2118,549325,6,4/8/2011,2.1,12717,Greece
2119,549325,6,4/8/2011,2.1,12717,Greece
2120,541932,20,1/24/2011,6.75,14439,Greece
2121,541932,12,1/24/2011,6.95,14439,Greece
2122,580752,10,12/6/2011,1.65,12478,Greece
2123,580752,4,12/6/2011,4.15,12478,Greece
2124,549325,12,4/8/2011,1.25,12717,Greece
2125,580752,6,12/6/2011,2.08,12478,Greece
2126,545579,5,3/4/2011,2.95,17508,Greece
2127,549325,12,4/8/2011,1.25,12717,Greece
2128,580752,3,12/6/2011,4.95,12478,Greece
2129,541932,32,1/24/2011,2.1,14439,Greece
2130,549325,12,4/8/2011,2.08,12717,Greece
2131,559680,4,7/11/2011,4.95,12717,Greece
2132,580752,12,12/6/2011,0.42,12478,Greece
2133,541932,12,1/24/2011,1.65,14439,Greece
2134,549325,10,4/8/2011,1.25,12717,Greece
2135,541932,16,1/24/2011,10.95,14439,Greece
2136,559680,12,7/11/2011,1.25,12717,Greece
2137,549325,8,4/8/2011,2.95,12717,Greece
2138,559680,12,7/11/2011,0.83,12717,Greece
2139,580752,12,12/6/2011,1.25,12478,Greece
2140,541932,4,1/24/2011,7.95,14439,Greece
2141,541932,16,1/24/2011,8.49,14439,Greece
2142,541932,48,1/24/2011,1.25,14439,Greece
2143,580752,12,12/6/2011,0.42,12478,Greece
2144,580752,4,12/6/2011,3.75,12478,Greece
2145,541932,12,1/24/2011,6.95,14439,Greece
2146,541932,16,1/24/2011,4.95,14439,Greece
2147,580752,4,12/6/2011,4.15,12478,Greece
2148,549325,2,4/8/2011,50.0,12717,Greece
2149,549325,4,4/8/2011,3.75,12717,Greece
2150,545579,24,3/4/2011,1.25,17508,Greece
2151,580752,2,12/6/2011,7.95,12478,Greece
2152,580752,6,12/6/2011,2.95,12478,Greece
2153,580752,2,12/6/2011,8.25,12478,Greece
2154,541932,24,1/24/2011,2.55,14439,Greece
2155,580752,10,12/6/2011,1.65,12478,Greece
2156,580752,6,12/6/2011,4.95,12478,Greece
2157,541932,2,1/24/2011,8.5,14439,Greece
2158,545579,24,3/4/2011,0.85,17508,Greece
2159,559680,8,7/11/2011,1.95,12717,Greece
2160,541932,10,1/24/2011,6.75,14439,Greece
2161,541932,10,1/24/2011,6.75,14439,Greece
2162,541932,10,1/24/2011,6.75,14439,Greece
2163,549325,3,4/8/2011,5.95,12717,Greece
2164,549325,4,4/8/2011,3.75,12717,Greece
2165,545579,10,3/4/2011,1.95,17508,Greece
2166,541932,12,1/24/2011,5.95,14439,Greece
2167,559680,2,7/11/2011,5.75,12717,Greece
2168,545579,15,3/4/2011,2.95,17508,Greece
2169,549325,12,4/8/2011,0.83,12717,Greece
2170,559680,12,7/11/2011,0.42,12717,Greece
2171,541932,10,1/24/2011,6.75,14439,Greece
2172,549325,6,4/8/2011,2.95,12717,Greece
2173,549325,12,4/8/2011,1.45,12717,Greece
2174,580752,3,12/6/2011,45.0,12478,Greece
2175,545579,24,3/4/2011,1.45,17508,Greece
2176,580752,12,12/6/2011,0.42,12478,Greece
2177,580752,4,12/6/2011,4.15,12478,Greece
2178,545579,4,3/4/2011,3.75,17508,Greece
2179,559680,12,7/11/2011,1.45,12717,Greece
2180,559680,4,7/11/2011,4.95,12717,Greece
2181,549325,12,4/8/2011,1.25,12717,Greece
2182,549325,12,4/8/2011,1.25,12717,Greece
2183,549325,6,4/8/2011,2.95,12717,Greece
2184,545579,24,3/4/2011,0.14,17508,Greece
2185,541932,12,1/24/2011,8.5,14439,Greece
2186,580752,3,12/6/2011,5.95,12478,Greece
2187,559680,12,7/11/2011,1.25,12717,Greece
2188,545579,12,3/4/2011,0.85,17508,Greece
2189,545579,12,3/4/2011,0.85,17508,Greece
2190,549325,2,4/8/2011,6.75,12717,Greece
2191,545579,12,3/4/2011,1.65,17508,Greece
2192,580752,4,12/6/2011,3.75,12478,Greece
2193,541932,16,1/24/2011,2.95,14439,Greece
2194,545579,10,3/4/2011,1.95,17508,Greece
2195,549325,12,4/8/2011,0.85,12717,Greece
2196,580752,4,12/6/2011,4.15,12478,Greece
2197,549325,4,4/8/2011,4.25,12717,Greece
2198,580752,4,12/6/2011,4.25,12478,Greece
2199,580752,4,12/6/2011,3.75,12478,Greece
2200,559680,12,7/11/2011,0.85,12717,Greece
2201,541932,6,1/24/2011,10.95,14439,Greece
2202,541932,8,1/24/2011,14.95,14439,Greece
2203,580752,4,12/6/2011,8.5,12478,Greece
2204,580752,3,12/6/2011,4.95,12478,Greece
2205,541932,24,1/24/2011,4.25,14439,Greece
2206,541932,20,1/24/2011,6.75,14439,Greece
2207,545579,10,3/4/2011,1.25,17508,Greece
2208,549325,6,4/8/2011,2.95,12717,Greece
2209,580752,12,12/6/2011,0.42,12478,Greece
2210,541932,8,1/24/2011,12.75,14439,Greece
2211,559680,6,7/11/2011,1.65,12717,Greece
2212,559680,12,7/11/2011,1.25,12717,Greece
2213,541932,24,1/24/2011,2.95,14439,Greece
2214,580752,12,12/6/2011,0.85,12478,Greece
2215,549325,12,4/8/2011,2.08,12717,Greece
2216,545579,24,3/4/2011,1.25,17508,Greece
2217,559680,2,7/11/2011,50.0,12717,Greece
2218,545579,6,3/4/2011,1.65,17508,Greece
2219,C559681,-1,7/11/2011,50.0,12717,Greece
2220,549325,12,4/8/2011,1.25,12717,Greece
2221,580752,2,12/6/2011,6.25,12478,Greece
2222,549325,12,4/8/2011,1.25,12717,Greece
2223,580752,12,12/6/2011,0.85,12478,Greece
2224,559680,12,7/11/2011,0.65,12717,Greece
2225,545579,10,3/4/2011,0.85,17508,Greece
2226,549325,12,4/8/2011,1.45,12717,Greece
2227,559680,12,7/11/2011,2.08,12717,Greece
2228,545579,12,3/4/2011,1.25,17508,Greece
2229,559680,12,7/11/2011,2.08,12717,Greece
2230,559680,24,7/11/2011,1.25,12717,Greece
2231,541932,20,1/24/2011,6.75,14439,Greece
2232,549325,12,4/8/2011,2.08,12717,Greece
2233,549325,12,4/8/2011,1.25,12717,Greece
2234,545579,6,3/4/2011,1.65,17508,Greece
2235,580752,10,12/6/2011,1.65,12478,Greece
2236,549325,1,4/8/2011,39.95,12717,Greece
2237,549325,2,4/8/2011,8.5,12717,Greece
2238,580752,6,12/6/2011,4.95,12478,Greece
2239,545579,5,3/4/2011,2.95,17508,Greece
2240,580752,6,12/6/2011,2.95,12478,Greece
2241,541932,24,1/24/2011,2.55,14439,Greece
2242,545579,24,3/4/2011,0.65,17508,Greece
2243,580752,12,12/6/2011,1.45,12478,Greece
2244,559680,24,7/11/2011,0.19,12717,Greece
2245,559680,2,7/11/2011,5.95,12717,Greece
2246,580752,10,12/6/2011,1.65,12478,Greece
2247,559680,12,7/11/2011,0.85,12717,Greece
2248,549325,12,4/8/2011,1.25,12717,Greece
2249,580752,6,12/6/2011,2.55,12478,Greece
2250,580752,6,12/6/2011,2.1,12478,Greece
2251,541932,20,1/24/2011,6.75,14439,Greece
2252,549325,12,4/8/2011,0.85,12717,Greece
2253,559680,6,7/11/2011,1.65,12717,Greece
2254,541932,8,1/24/2011,10.95,14439,Greece
2255,559680,12,7/11/2011,0.83,12717,Greece
2256,559680,12,7/11/2011,0.85,12717,Greece
2257,537626,6,12/7/2010,4.25,12347,Iceland
2258,542237,4,1/26/2011,3.75,12347,Iceland
2259,573511,12,10/31/2011,2.08,12347,Iceland
2260,556201,18,6/9/2011,2.95,12347,Iceland
2261,573511,20,10/31/2011,0.42,12347,Iceland
2262,537626,6,12/7/2010,2.1,12347,Iceland
2263,537626,4,12/7/2010,4.25,12347,Iceland
2264,549222,8,4/7/2011,2.25,12347,Iceland
2265,562032,24,8/2/2011,0.55,12347,Iceland
2266,556201,4,6/9/2011,3.29,12347,Iceland
2267,556201,36,6/9/2011,0.3,12347,Iceland
2268,573511,12,10/31/2011,3.75,12347,Iceland
2269,549222,6,4/7/2011,1.95,12347,Iceland
2270,562032,8,8/2/2011,3.75,12347,Iceland
2271,542237,24,1/26/2011,0.55,12347,Iceland
2272,537626,30,12/7/2010,1.25,12347,Iceland
2273,542237,6,1/26/2011,2.95,12347,Iceland
2274,573511,4,10/31/2011,4.25,12347,Iceland
2275,556201,24,6/9/2011,0.85,12347,Iceland
2276,542237,12,1/26/2011,0.65,12347,Iceland
2277,581180,24,12/7/2011,0.85,12347,Iceland
2278,562032,24,8/2/2011,1.25,12347,Iceland
2279,573511,12,10/31/2011,1.25,12347,Iceland
2280,537626,6,12/7/2010,5.49,12347,Iceland
2281,537626,12,12/7/2010,1.25,12347,Iceland
2282,562032,12,8/2/2011,8.15,12347,Iceland
2283,549222,4,4/7/2011,4.25,12347,Iceland
2284,537626,12,12/7/2010,1.65,12347,Iceland
2285,573511,24,10/31/2011,0.55,12347,Iceland
2286,573511,8,10/31/2011,2.25,12347,Iceland
2287,581180,6,12/7/2011,2.08,12347,Iceland
2288,542237,12,1/26/2011,1.65,12347,Iceland
2289,556201,4,6/9/2011,4.15,12347,Iceland
2290,549222,12,4/7/2011,0.65,12347,Iceland
2291,549222,12,4/7/2011,1.25,12347,Iceland
2292,537626,12,12/7/2010,4.65,12347,Iceland
2293,562032,4,8/2/2011,3.25,12347,Iceland
2294,549222,240,4/7/2011,1.04,12347,Iceland
2295,549222,8,4/7/2011,3.75,12347,Iceland
2296,542237,24,1/26/2011,0.85,12347,Iceland
2297,537626,4,12/7/2010,3.75,12347,Iceland
2298,542237,4,1/26/2011,3.75,12347,Iceland
2299,573511,12,10/31/2011,0.75,12347,Iceland
2300,556201,4,6/9/2011,4.25,12347,Iceland
